Ocena_Zadowolenia,Klinika
3.1670069836972594,Klinika_A
7.447650216376019,Klinika_A
13.82247174763033,Klinika_A
2.977788416666401,Klinika_A
10.667729539237099,Klinika_A
4.375443921707494,Klinika_A
18.498828931086063,Klinika_A
8.776805317604804,Klinika_A
6.827368345497076,Klinika_A
16.309601457913516,Klinika_A
13.23195920766498,Klinika_A
20.657473160181294,Klinika_A
17.20262124128249,Klinika_A
1.3556485045184652,Klinika_A
6.7124815947297325,Klinika_A
13.876153867798685,Klinika_A
23.886286491892722,Klinika_A
2.2222195915717626,Klinika_A
1.46494535990789,Klinika_A
7.979892471284486,Klinika_A
0.84431422697952,Klinika_A
7.771201721150092,Klinika_A
10.93077258485468,Klinika_A
3.6196289776149566,Klinika_A
7.935253959845835,Klinika_A
16.144238381081934,Klinika_A
5.357770385005427,Klinika_A
4.191608988503628,Klinika_A
7.661371952703569,Klinika_A
3.2779335186972953,Klinika_A
28.53704999766081,Klinika_A
8.563037402823078,Klinika_A
4.5835075364170095,Klinika_A
9.792285457808301,Klinika_A
7.6290849040250635,Klinika_A
6.986812300972787,Klinika_A
5.356599473488075,Klinika_A
5.141667049576199,Klinika_A
1.8801759437107755,Klinika_A
20.63670341386406,Klinika_A
17.691120372460958,Klinika_B
14.711523096752861,Klinika_B
10.548440147007334,Klinika_B
4.986743129626103,Klinika_B
6.079484123872257,Klinika_B
2.9559433674984428,Klinika_B
6.744794975762435,Klinika_B
4.368100476033694,Klinika_B
34.51942576197855,Klinika_B
21.5853050181004,Klinika_B
12.379901054979307,Klinika_B
5.485859214610363,Klinika_B
4.579392184575964,Klinika_B
10.02973251197722,Klinika_B
22.197590293552594,Klinika_B
3.042481364975382,Klinika_B
17.52954270183232,Klinika_B
6.719304188217959,Klinika_B
7.794999779463475,Klinika_B
12.110671153651694,Klinika_B
5.653296483935687,Klinika_B
9.637787037521157,Klinika_B
5.23682907469608,Klinika_B
7.1920933479736195,Klinika_B
19.91110661673971,Klinika_B
12.587548459200361,Klinika_B
19.859474781323197,Klinika_B
6.6446321062255915,Klinika_B
17.62014597340695,Klinika_B
2.2736038324081487,Klinika_B
12.106625833366234,Klinika_B
18.441433540932334,Klinika_B
2.171946388446539,Klinika_B
6.711840564814632,Klinika_B
12.1002701485527,Klinika_B
23.327924312671794,Klinika_B
7.191304355297693,Klinika_B
17.139300078691353,Klinika_B
30.14462427531719,Klinika_B
17.69726587411413,Klinika_B
14.1803852192751,Klinika_C
21.931970637553604,Klinika_C
10.022034402965126,Klinika_C
17.8097149104532,Klinika_C
14.736584473346785,Klinika_C
21.416055810401787,Klinika_C
11.894787965328577,Klinika_C
22.295270953077235,Klinika_C
11.801135418175372,Klinika_C
30.632015727284884,Klinika_C
12.802083787820681,Klinika_C
1.7722289074051354,Klinika_C
6.745884715755589,Klinika_C
16.905579501052713,Klinika_C
49.02919928760329,Klinika_C
29.83097851771503,Klinika_C
1.3166968193853057,Klinika_C
3.93822382107124,Klinika_C
36.222295066324634,Klinika_C
26.243244941580627,Klinika_C
66.52682800591423,Klinika_C
11.411909472848485,Klinika_C
7.926586418251174,Klinika_C
17.607760393940634,Klinika_C
11.229392444249843,Klinika_C
33.96997182955537,Klinika_C
10.911379421312294,Klinika_C
13.419732202663464,Klinika_C
6.955147034844219,Klinika_C
28.47389927444286,Klinika_C
7.3712160873253465,Klinika_C
22.594123425882096,Klinika_C
54.53374889568992,Klinika_C
2.635151456286417,Klinika_C
44.40161681348118,Klinika_C
20.548616504144867,Klinika_C
5.950072545213726,Klinika_C
18.119213708636796,Klinika_C
27.90173791969885,Klinika_C
8.40281640592655,Klinika_C
14.11458235935385,Klinika_D
28.113344070270628,Klinika_D
6.5398260995849204,Klinika_D
4.126369270288617,Klinika_D
9.056960819141855,Klinika_D
10.437883632163889,Klinika_D
21.095579448640763,Klinika_D
8.825330026014104,Klinika_D
7.044458246931676,Klinika_D
4.030524521397726,Klinika_D
1.8785473446205732,Klinika_D
2.9665225368236303,Klinika_D
2.9489242901829176,Klinika_D
8.120978218544053,Klinika_D
2.290975285840359,Klinika_D
9.585302086313993,Klinika_D
32.24726471238357,Klinika_D
21.510744228285027,Klinika_D
8.058452992709265,Klinika_D
46.11087584428736,Klinika_D
10.465753409835564,Klinika_D
11.614170981448247,Klinika_D
8.92295106045948,Klinika_D
9.748433765045359,Klinika_D
6.353647114968506,Klinika_D
8.152128299206353,Klinika_D
26.75946871110982,Klinika_D
23.09063861760653,Klinika_D
1.0031966641896417,Klinika_D
2.579664049171652,Klinika_D
5.104053604756768,Klinika_D
19.13972950652948,Klinika_D
23.437018432310843,Klinika_D
16.69636570596239,Klinika_D
3.5561735144989863,Klinika_D
6.462486602382299,Klinika_D
14.289827753788467,Klinika_D
8.251570811619414,Klinika_D
7.368567486382112,Klinika_D
7.45646539545627,Klinika_D
